Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Forma de producto de mampostería (product.metafields.shopify.masonry-product-form),Adecuado para tipo de material (product.metafields.shopify.suitable-for-material-type),Espacio adecuado (product.metafields.shopify.suitable-space),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,11,,,,,,,,,5500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,"11,5",,,,,,,,,5725000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-roja,,,,,,,,,12,,,,,,,,,6000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,CHAPA TRAPEZOIDAL GALVANIZADA C-25: VERDE,"",Servicios Arneaz,,"","",true,MEDIDAS (MTS):,1,,,,,,,,,500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,"1,5",,,,,,,,,750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,2,,,,,,,,,1000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,"2,5",,,,,,,,,1250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,3,,,,,,,,,1500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,"3,5",,,,,,,,,1750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,4,,,,,,,,,2000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,"4,5",,,,,,,,,2250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,5,,,,,,,,,2500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,"5,5",,,,,,,,,2750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,6,,,,,,,,,3000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,"6,5",,,,,,,,,3250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,7,,,,,,,,,3500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,"7,5",,,,,,,,,3750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,8,,,,,,,,,4000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,"8,5",,,,,,,,,4250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,9,,,,,,,,,4500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,"9,5",,,,,,,,,4750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,10,,,,,,,,,5000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,"10,5",,,,,,,,,5250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,11,,,,,,,,,5500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,"11,5",,,,,,,,,5725000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-verde,,,,,,,,,12,,,,,,,,,6000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,CHAPA TRAPEZOIDAL GALVANIZADA C-25: BLANCA,"",Servicios Arneaz,,"","",true,MEDIDAS (MTS):,1,,,,,,,,,500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,"1,5",,,,,,,,,750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,2,,,,,,,,,1000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,"2,5",,,,,,,,,1250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,3,,,,,,,,,1500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,"3,5",,,,,,,,,1750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,4,,,,,,,,,2000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,"4,5",,,,,,,,,2250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,5,,,,,,,,,2500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,"5,5",,,,,,,,,2750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,6,,,,,,,,,3000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,"6,5",,,,,,,,,3250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,7,,,,,,,,,3500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,"7,5",,,,,,,,,3750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,8,,,,,,,,,4000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,"8,5",,,,,,,,,4250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,9,,,,,,,,,4500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,"9,5",,,,,,,,,4750000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,10,,,,,,,,,5000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,"10,5",,,,,,,,,5250000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,11,,,,,,,,,5500000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,"11,5",,,,,,,,,5725000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
chapa-trapezoidal-galvanizada-c-25-blanca,,,,,,,,,12,,,,,,,,,6000000.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,TUBO ESTRUCTURAL CUADRADO X 6 MTS,"",Servicios Arneaz,,"","",true,MEDIDAS (MM),10X10,,ESPESOR (MM):,"0,9",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,10X10,,,"1,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,10X10,,,"1,6",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,10X10,,,"2,0",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,10X10,,,2,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,10X10,,,"2,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,12X12,,,"0,9",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,12X12,,,"1,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,12X12,,,"1,6",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,12X12,,,"2,0",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,12X12,,,2,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,12X12,,,"2,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,15X15,,,"0,9",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,15X15,,,"1,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,15X15,,,"1,6",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,15X15,,,"2,0",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,15X15,,,2,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,15X15,,,"2,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,20X20,,,"0,9",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,20X20,,,"1,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,20X20,,,"1,6",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,20X20,,,"2,0",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,20X20,,,2,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,20X20,,,"2,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,25X25,,,"0,9",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,25X25,,,"1,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,25X25,,,"1,6",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,25X25,,,"2,0",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,25X25,,,2,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,25X25,,,"2,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,30X30,,,"0,9",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,30X30,,,"1,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,30X30,,,"1,6",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,30X30,,,"2,0",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,30X30,,,2,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,30X30,,,"2,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,40X40,,,"0,9",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,40X40,,,"1,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,40X40,,,"1,6",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,40X40,,,"2,0",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,40X40,,,2,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,40X40,,,"2,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,50X50,,,"0,9",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,50X50,,,"1,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,50X50,,,"1,6",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,50X50,,,"2,0",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,50X50,,,2,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,50X50,,,"2,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,60X60,,,"0,9",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,60X60,,,"1,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,60X60,,,"1,6",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,60X60,,,"2,0",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,60X60,,,2,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,60X60,,,"2,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,80X80,,,"0,9",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,80X80,,,"1,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,80X80,,,"1,6",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,80X80,,,"2,0",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,80X80,,,2,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,80X80,,,"2,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,100X100,,,"0,9",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,100X100,,,"1,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,100X100,,,"1,6",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,100X100,,,"2,0",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,100X100,,,2,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-cuadrado-x-6-mts,,,,,,,,,100X100,,,"2,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,TUBO ESTRUCTURAL RECTANGULAR X 6 MTS,"",Servicios Arneaz,,"","",true,MEDIDAS (MM),10X10,,ESPESOR (MM):,"0,9",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
tubo-estructural-rectangular-x-6-mts,,,,,,,,,10X10,,,"1,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,10X10,,,"1,6",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,10X10,,,"2,0",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,10X10,,,2,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,10X10,,,"2,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,12X12,,,"0,9",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,12X12,,,"1,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,12X12,,,"1,6",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,12X12,,,"2,0",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,12X12,,,2,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,12X12,,,"2,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,15X15,,,"0,9",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,15X15,,,"1,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,15X15,,,"1,6",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,15X15,,,"2,0",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,15X15,,,2,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,15X15,,,"2,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,20X20,,,"0,9",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,20X20,,,"1,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,20X20,,,"1,6",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,20X20,,,"2,0",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,20X20,,,2,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,20X20,,,"2,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,25X25,,,"0,9",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,25X25,,,"1,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,25X25,,,"1,6",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,25X25,,,"2,0",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,25X25,,,2,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
tubo-estructural-rectangular-x-6-mts,,,,,,,,,25X25,,,"2,2",,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,,,,,,,,,kg,,,
